loan_type,loan_amount_lakh,borrower_income_lakh,credit_score,tenure_months,default
Services_NonPriority,2.26,3.18,666,36,0
Personal_NonPriority,3.26,9.7,694,60,0
Services_NonPriority,2.91,3.87,744,60,0
Services_NonPriority,2.19,6.94,680,120,0
Services_NonPriority,0.83,4.81,713,12,0
Personal_NonPriority,7.07,13.71,714,60,0
Services_Priority,0.7,3.98,680,36,0
Agriculture,2.88,7.63,655,24,0
Services_Priority,2.11,2.82,668,60,0
Industry_Priority,0.8,12.8,741,36,0
Services_NonPriority,1.51,9.2,746,60,0
Services_NonPriority,1.55,8.41,631,24,0
Industry_NonPriority,3.56,12.42,684,240,0
Agriculture,1.06,8.44,654,120,0
Services_NonPriority,1.39,8.66,747,36,0
Personal_Priority,0.4,8.4,671,60,0
Services_NonPriority,4.61,9.69,832,24,0
Industry_NonPriority,0.86,6.52,713,60,0
Personal_Priority,1.98,7.36,770,12,0
Agriculture,1.53,10.43,639,36,0
Agriculture,1.53,8.83,700,240,1
Personal_NonPriority,2.65,7.66,736,24,0
Personal_NonPriority,4.44,3.8,638,60,0
Services_NonPriority,1.89,12.49,701,12,0
Agriculture,2.41,6.02,763,60,0
Industry_NonPriority,1.98,10.96,680,36,0
Services_NonPriority,3.0,8.53,648,36,0
Services_NonPriority,1.23,4.12,808,36,0
Agriculture,3.1,11.76,629,24,0
Agriculture,3.17,8.76,709,240,0
Services_NonPriority,3.12,12.01,657,240,0
Personal_Priority,1.1,7.45,643,120,0
Services_Priority,1.47,10.11,744,24,0
Agriculture,1.88,2.71,687,24,0
Industry_NonPriority,0.72,6.5,724,60,0
Personal_NonPriority,4.24,4.18,564,240,0
Personal_NonPriority,1.62,6.88,730,60,0
Industry_NonPriority,1.93,9.42,656,36,0
Industry_NonPriority,1.15,6.19,587,120,0
Agriculture,0.73,10.59,813,24,0
Industry_NonPriority,1.13,5.43,736,120,0
Personal_Priority,1.86,10.66,713,240,0
Services_NonPriority,2.44,11.93,774,240,0
Personal_Priority,1.79,11.04,714,24,0
Services_Priority,2.0,6.97,652,60,0
Agriculture,1.33,1.62,689,60,0
Services_Priority,2.19,9.75,659,24,0
Agriculture,3.96,7.62,669,60,0
Industry_Priority,2.48,5.06,624,60,0
Personal_NonPriority,2.65,6.33,641,36,0
Industry_NonPriority,1.94,12.3,753,36,0
Industry_NonPriority,0.66,4.59,719,12,0
Personal_NonPriority,0.87,9.4,669,240,0
Personal_NonPriority,2.14,8.65,638,120,0
Industry_NonPriority,1.62,6.93,675,120,0
Personal_NonPriority,2.12,9.93,598,12,0
Personal_Priority,4.45,12.9,707,60,0
Services_Priority,2.52,7.11,756,24,0
Industry_NonPriority,3.46,7.27,842,60,0
Services_NonPriority,1.72,9.87,633,60,0
Services_NonPriority,1.0,10.75,754,120,0
Services_Priority,1.57,7.62,657,36,0
Agriculture,1.0,7.08,632,12,0
Services_NonPriority,4.15,1.35,632,240,0
Agriculture,2.62,5.67,708,240,0
Industry_NonPriority,2.22,4.58,644,36,0
Services_NonPriority,3.42,10.05,663,12,0
Services_NonPriority,0.48,7.27,673,36,0
Services_NonPriority,2.32,7.15,655,60,0
Personal_NonPriority,0.74,7.97,651,120,0
Industry_NonPriority,1.62,5.39,554,60,0
Services_NonPriority,1.35,12.66,705,12,0
Services_NonPriority,2.42,11.89,704,60,0
Industry_Priority,1.87,12.85,652,24,0
Agriculture,3.65,10.05,721,12,0
Services_Priority,1.13,7.91,783,36,0
Industry_NonPriority,2.49,12.84,701,12,0
Services_NonPriority,1.79,5.96,779,120,0
Personal_NonPriority,0.61,5.39,834,36,0
Industry_Priority,0.94,6.2,850,60,0
Agriculture,1.49,9.57,628,60,0
Personal_NonPriority,3.17,5.71,629,240,0
Agriculture,2.15,7.53,673,240,0
Industry_NonPriority,0.81,3.19,707,120,0
Industry_NonPriority,1.5,9.44,795,36,0
Industry_NonPriority,5.46,3.45,737,24,0
Agriculture,1.74,5.2,627,60,0
Agriculture,1.34,11.65,663,36,0
Agriculture,2.19,11.54,697,24,1
Industry_NonPriority,2.57,9.12,610,12,0
Industry_NonPriority,1.24,8.83,700,36,0
Services_Priority,2.2,6.41,628,60,0
Services_NonPriority,1.34,5.68,600,60,0
Personal_NonPriority,2.51,6.91,643,120,0
Agriculture,1.8,3.46,724,36,0
Industry_NonPriority,2.17,8.76,724,36,0
Services_NonPriority,1.03,8.15,705,60,0
Services_Priority,0.99,5.2,759,240,0
Services_Priority,2.87,12.71,753,12,0
Services_NonPriority,1.55,9.82,712,60,0
Personal_NonPriority,1.93,10.08,703,36,0
Personal_NonPriority,1.35,6.54,707,24,0
Industry_NonPriority,2.79,8.0,691,36,0
Services_NonPriority,1.13,9.88,569,60,1
Personal_Priority,1.5,8.46,768,60,0
Services_NonPriority,2.61,12.81,723,12,0
Industry_NonPriority,3.29,7.39,627,60,0
Industry_Priority,1.19,6.49,785,24,0
Services_NonPriority,5.27,9.9,664,36,0
Industry_NonPriority,1.96,4.21,693,36,0
Personal_Priority,0.87,10.77,761,120,0
Personal_NonPriority,2.03,4.1,713,12,0
Agriculture,1.29,9.92,780,36,0
Services_Priority,2.11,6.06,678,36,0
Agriculture,1.59,9.43,801,60,0
Services_NonPriority,1.7,10.72,653,120,0
Services_NonPriority,0.94,8.46,779,60,0
Personal_Priority,2.95,4.4,564,120,0
Services_NonPriority,0.81,5.31,633,24,0
Personal_Priority,0.84,5.81,717,240,0
Services_NonPriority,2.03,2.31,675,36,0
Industry_NonPriority,4.26,11.38,695,12,0
Industry_NonPriority,1.32,8.33,702,60,0
Personal_NonPriority,2.48,4.59,628,60,0
Services_Priority,3.1,12.37,633,24,0
Agriculture,2.65,5.9,713,240,0
Industry_NonPriority,1.35,8.75,660,60,0
Personal_NonPriority,0.85,5.52,780,36,0
Personal_Priority,0.43,1.95,688,36,0
Agriculture,1.39,3.91,743,24,1
Personal_Priority,3.3,6.65,726,240,0
Industry_NonPriority,0.83,10.69,663,60,0
Industry_Priority,2.48,9.04,581,60,0
Services_NonPriority,0.92,8.42,771,60,0
Personal_NonPriority,1.73,1.97,641,120,0
Industry_NonPriority,2.49,11.81,675,60,0
Personal_Priority,1.1,8.67,690,24,0
Industry_NonPriority,1.8,7.64,696,60,0
Agriculture,1.27,11.4,757,60,0
Personal_NonPriority,2.48,11.74,700,240,0
Industry_NonPriority,1.87,11.46,692,60,0
Personal_Priority,1.68,7.26,761,36,0
Services_NonPriority,4.15,4.99,736,24,0
Industry_NonPriority,2.42,10.97,655,36,0
Services_NonPriority,1.08,3.9,631,60,0
Agriculture,1.55,13.84,650,24,0
Personal_NonPriority,1.56,8.08,697,60,0
Personal_NonPriority,1.71,4.82,625,120,0
Services_NonPriority,7.4,4.3,705,24,0
Personal_NonPriority,2.03,4.17,692,60,0
Industry_Priority,0.48,8.42,547,12,0
Industry_NonPriority,1.18,7.98,615,12,0
Services_NonPriority,0.51,4.29,526,12,0
Industry_NonPriority,1.34,6.93,679,60,0
Industry_NonPriority,0.49,3.9,764,240,0
Personal_Priority,0.96,9.77,586,120,0
Agriculture,0.65,7.84,620,36,0
Personal_Priority,2.05,6.86,690,12,0
Industry_Priority,1.63,4.14,636,60,0
Services_NonPriority,1.95,7.1,635,12,0
Industry_Priority,1.53,6.76,732,120,0
Agriculture,0.71,8.95,670,24,0
Industry_NonPriority,2.21,8.5,610,36,0
Industry_NonPriority,5.16,10.38,574,36,0
Personal_NonPriority,2.08,6.55,832,120,0
Industry_NonPriority,1.26,2.42,767,36,0
Personal_Priority,0.69,10.97,672,36,0
Personal_NonPriority,0.94,5.19,705,60,0
Industry_NonPriority,2.14,4.68,670,36,0
Agriculture,3.1,7.87,730,240,0
Industry_NonPriority,1.9,8.91,648,36,0
Personal_NonPriority,2.63,6.41,667,12,0
Personal_Priority,2.49,6.38,727,60,0
Services_Priority,2.21,6.83,787,24,0
Agriculture,1.1,12.25,744,36,0
Industry_Priority,1.81,7.99,774,24,0
Industry_NonPriority,0.98,5.1,681,120,0
Industry_NonPriority,1.64,5.13,662,36,0
Agriculture,1.98,7.25,583,120,0
Personal_NonPriority,4.46,8.71,704,240,0
Services_NonPriority,0.74,9.45,722,240,0
Industry_NonPriority,2.17,8.37,681,60,0
Personal_NonPriority,3.96,5.47,653,240,0
Agriculture,2.57,6.73,774,60,0
Industry_NonPriority,2.68,10.2,737,24,0
Services_NonPriority,2.32,4.56,778,120,0
Personal_NonPriority,3.55,6.6,642,36,0
Services_NonPriority,0.85,9.79,657,24,0
Services_Priority,0.71,10.63,772,120,0
Personal_NonPriority,1.62,7.42,697,60,0
Agriculture,0.45,6.77,665,120,0
Personal_NonPriority,3.41,4.03,670,120,0
Personal_NonPriority,3.39,9.58,699,36,0
Industry_Priority,1.25,11.96,760,36,0
Services_NonPriority,1.3,15.7,690,60,0
Agriculture,1.56,9.16,747,60,0
Industry_NonPriority,1.68,7.85,728,12,0
Industry_NonPriority,1.76,5.24,647,24,0
Industry_NonPriority,2.28,2.36,647,24,0
Personal_NonPriority,1.47,8.53,672,60,0
Services_NonPriority,2.87,15.05,619,12,0
Industry_NonPriority,2.13,11.81,669,24,0
Personal_NonPriority,1.13,11.35,790,60,0
Personal_NonPriority,3.63,8.74,698,24,0
Agriculture,0.72,9.08,654,24,0
Personal_NonPriority,1.54,0.73,814,240,0
Agriculture,2.91,10.29,644,60,0
Personal_NonPriority,1.05,6.26,642,36,0
Services_Priority,1.96,5.89,773,120,0
Agriculture,2.25,7.03,739,36,0
Industry_NonPriority,0.97,6.93,692,60,0
Services_NonPriority,1.56,5.85,749,36,0
Personal_Priority,1.48,8.04,718,120,0
Agriculture,1.17,6.33,628,36,0
Industry_NonPriority,6.48,8.3,556,24,0
Personal_NonPriority,1.03,3.54,665,60,0
Personal_Priority,2.97,7.36,765,60,0
Industry_Priority,1.29,4.71,674,60,0
Industry_NonPriority,0.85,6.08,727,60,0
Agriculture,1.73,8.43,711,36,1
Personal_NonPriority,2.4,3.19,598,120,0
Personal_NonPriority,2.83,5.53,675,60,0
Industry_NonPriority,4.16,9.71,721,24,0
Personal_Priority,9.53,3.76,652,120,0
Services_NonPriority,1.89,13.33,678,120,0
Industry_NonPriority,1.09,11.61,723,240,0
Personal_NonPriority,2.14,6.52,704,60,0
Services_NonPriority,1.39,5.64,762,60,0
Services_NonPriority,2.84,8.61,723,120,0
Industry_NonPriority,0.75,3.66,642,12,0
Industry_NonPriority,6.74,1.99,671,240,0
Personal_NonPriority,2.72,6.62,701,36,0
Industry_NonPriority,0.59,7.6,780,12,0
Services_NonPriority,1.06,8.28,671,24,0
Services_Priority,2.66,6.16,596,60,0
Services_NonPriority,3.3,11.82,726,12,0
Industry_NonPriority,0.76,3.51,654,12,0
Industry_Priority,2.5,4.59,622,60,0
Agriculture,0.51,9.46,701,36,0
Services_NonPriority,1.54,4.52,758,120,0
Services_NonPriority,3.17,4.4,665,36,0
Industry_NonPriority,1.17,8.37,729,36,0
Services_Priority,0.66,4.84,740,12,0
Services_NonPriority,1.78,7.6,747,60,0
Agriculture,1.13,5.9,656,36,1
Industry_NonPriority,2.37,5.42,632,36,0
Industry_Priority,0.96,1.69,640,36,0
Industry_Priority,1.02,8.42,747,120,0
Industry_Priority,0.48,4.26,740,24,0
Personal_Priority,1.8,7.5,642,60,0
Agriculture,1.48,6.46,827,24,0
Personal_Priority,0.8,7.38,635,24,0
Industry_NonPriority,1.83,7.55,759,36,0
Industry_NonPriority,3.01,8.58,791,36,0
Personal_Priority,1.43,5.82,706,36,0
Personal_NonPriority,1.91,11.73,653,120,0
Agriculture,1.92,2.46,655,120,0
Industry_NonPriority,0.79,7.32,684,60,0
Agriculture,5.59,10.51,764,36,0
Agriculture,1.23,9.43,628,120,0
Industry_NonPriority,2.41,5.08,589,120,0
Industry_NonPriority,2.58,5.58,721,120,0
Personal_NonPriority,1.5,4.98,734,12,0
Industry_NonPriority,2.34,9.8,818,120,0
Personal_NonPriority,1.89,5.78,617,120,0
Agriculture,0.7,8.77,691,60,0
Agriculture,1.33,8.79,769,120,0
Agriculture,1.13,15.11,707,120,0
Industry_Priority,1.23,8.94,688,60,0
Industry_NonPriority,0.74,5.57,747,120,0
Services_NonPriority,3.2,3.62,664,120,0
Agriculture,4.26,7.17,751,240,0
Personal_NonPriority,2.93,7.64,624,240,0
Personal_NonPriority,3.49,1.37,608,60,0
Services_Priority,1.32,5.86,683,12,0
Agriculture,1.11,8.89,546,12,0
Industry_Priority,1.02,6.4,705,240,0
Agriculture,2.4,10.91,596,36,0
Agriculture,1.87,3.32,716,36,0
Industry_NonPriority,1.55,10.03,711,36,0
Services_Priority,3.54,10.74,695,36,1
Personal_Priority,2.08,10.87,726,60,0
Personal_NonPriority,0.98,3.3,712,120,0
Services_NonPriority,1.08,8.94,682,36,0
Personal_NonPriority,2.45,5.99,809,60,0
Agriculture,3.04,3.78,723,60,0
Personal_Priority,2.27,6.76,746,60,0
Industry_NonPriority,5.08,5.29,764,36,0
Agriculture,4.34,10.76,740,120,0
Agriculture,2.12,9.54,823,36,0
Services_NonPriority,0.98,4.54,709,36,0
Services_NonPriority,0.74,5.83,699,60,0
Industry_NonPriority,1.29,6.86,661,240,0
Industry_NonPriority,2.56,7.78,684,60,0
Industry_NonPriority,4.87,11.02,656,60,0
Agriculture,2.09,10.07,740,36,0
Personal_Priority,3.28,8.15,645,24,0
Industry_Priority,1.4,7.22,704,24,0
Agriculture,2.36,2.68,733,24,0
Personal_NonPriority,2.67,11.88,709,12,0
Industry_NonPriority,0.5,6.66,646,60,0
Services_NonPriority,1.27,12.66,741,24,0
Services_Priority,2.88,8.59,694,120,0
Personal_Priority,1.92,14.08,527,240,0
Services_Priority,0.79,9.82,640,36,0
Agriculture,0.38,3.7,784,36,0
Industry_Priority,1.31,6.16,789,36,0
Services_NonPriority,1.56,7.49,731,60,0
Services_NonPriority,0.96,5.38,747,60,0
Industry_NonPriority,1.77,6.87,653,36,0
Industry_NonPriority,2.21,3.9,684,36,0
Personal_NonPriority,2.43,8.02,774,60,0
Agriculture,0.4,8.71,725,60,0
Services_Priority,0.74,4.99,703,60,0
Personal_Priority,1.36,13.82,688,240,0
Services_NonPriority,2.29,8.19,770,120,0
Personal_NonPriority,2.18,5.55,767,36,0
Services_Priority,2.16,3.11,738,120,0
Personal_NonPriority,1.29,8.18,703,36,0
Personal_NonPriority,1.34,7.22,678,120,0
Services_Priority,1.05,10.35,741,120,0
Personal_Priority,2.58,7.57,633,24,0
Industry_NonPriority,0.94,4.42,646,24,0
Personal_NonPriority,2.71,13.01,612,36,0
Industry_Priority,1.84,9.31,774,12,0
Services_NonPriority,1.58,7.24,656,60,0
Personal_Priority,1.1,8.49,724,60,0
Services_NonPriority,0.72,9.42,692,36,0
Industry_NonPriority,1.1,3.71,850,36,0
Industry_NonPriority,1.34,8.47,726,60,0
Personal_NonPriority,0.39,6.65,588,12,0
Personal_NonPriority,1.45,9.52,770,60,0
Personal_NonPriority,2.83,5.78,676,60,0
Agriculture,2.29,6.19,687,60,0
Services_NonPriority,1.21,12.99,659,60,0
Agriculture,1.67,11.69,711,60,0
Industry_NonPriority,1.17,-1.89,710,12,0
Industry_NonPriority,1.78,11.47,661,120,0
Industry_NonPriority,4.1,7.78,669,60,0
Industry_NonPriority,2.91,5.88,706,60,0
Personal_NonPriority,2.22,4.98,559,36,0
Agriculture,1.21,5.15,613,24,1
Services_NonPriority,2.55,5.96,800,120,0
Personal_Priority,0.59,4.62,719,36,0
Agriculture,1.4,3.94,668,60,0
Industry_Priority,2.31,4.88,598,60,0
Personal_NonPriority,2.54,8.97,696,60,0
Personal_NonPriority,2.43,8.15,759,12,0
Personal_NonPriority,1.94,9.67,850,36,0
Personal_NonPriority,1.45,7.8,813,12,0
Industry_Priority,2.25,4.08,646,36,0
Personal_Priority,0.92,9.48,670,240,0
Services_NonPriority,0.98,4.99,611,36,0
Industry_NonPriority,1.69,9.94,649,120,0
Industry_NonPriority,1.81,4.5,687,36,1
Personal_Priority,0.54,5.94,677,120,0
Industry_NonPriority,2.14,6.92,823,36,0
Industry_NonPriority,2.59,10.02,621,36,0
Industry_Priority,1.55,8.53,697,60,0
Industry_NonPriority,6.76,8.06,576,60,0
Industry_NonPriority,1.08,13.66,719,36,0
Industry_NonPriority,1.31,2.49,619,12,0
Industry_Priority,1.28,4.88,766,24,0
Services_NonPriority,1.55,4.76,682,120,0
Agriculture,1.34,2.69,615,240,0
Personal_Priority,0.7,5.84,573,24,0
Services_NonPriority,1.17,10.06,641,60,0
Industry_NonPriority,1.53,6.23,714,12,0
Services_Priority,3.4,7.0,725,36,0
Services_NonPriority,6.1,2.83,670,36,0
Industry_NonPriority,3.63,5.61,755,60,0
Services_NonPriority,1.02,6.61,631,12,0
Services_NonPriority,1.07,9.93,524,120,0
Services_NonPriority,1.48,2.98,716,24,0
Industry_NonPriority,4.75,6.63,777,120,1
Agriculture,1.47,11.26,777,60,0
Services_Priority,0.73,6.66,622,36,0
Industry_NonPriority,1.2,1.65,667,60,0
Industry_NonPriority,2.56,11.84,743,24,0
Industry_NonPriority,2.46,10.2,662,24,0
Services_Priority,1.44,10.61,706,12,0
Agriculture,2.45,2.77,657,36,0
Industry_NonPriority,0.42,12.54,634,12,0
Services_Priority,1.73,5.68,646,36,0
Services_NonPriority,2.73,6.47,757,12,0
Agriculture,0.99,5.89,700,24,0
Industry_NonPriority,0.99,10.84,776,240,0
Personal_NonPriority,0.53,7.46,731,120,0
Industry_Priority,4.22,9.45,796,24,0
Industry_NonPriority,1.06,8.23,749,60,0
Agriculture,1.88,7.71,745,60,0
Services_NonPriority,2.34,5.16,692,24,0
Industry_NonPriority,4.03,13.44,850,36,0
Industry_NonPriority,1.48,3.61,706,240,0
Industry_NonPriority,1.18,9.24,581,60,0
Personal_NonPriority,1.81,9.13,716,120,0
Industry_Priority,3.52,11.46,641,60,0
Agriculture,1.47,12.16,761,60,1
Personal_NonPriority,0.92,7.59,743,60,0
Industry_NonPriority,0.65,9.59,688,60,0
Personal_NonPriority,0.78,13.29,646,60,0
Industry_NonPriority,2.73,7.8,708,12,0
Personal_NonPriority,1.34,4.8,661,60,0
Industry_NonPriority,1.13,6.85,747,60,0
Services_NonPriority,1.06,4.09,733,12,0
Personal_NonPriority,1.71,9.12,850,36,0
Industry_NonPriority,1.41,11.19,673,120,0
Industry_Priority,1.38,7.64,681,240,0
Services_Priority,3.66,3.14,690,120,0
Industry_Priority,4.1,11.06,693,24,0
Services_Priority,0.62,2.67,761,36,0
Services_Priority,1.98,3.36,683,24,0
Industry_NonPriority,1.02,7.46,818,60,0
Industry_NonPriority,1.4,8.76,734,120,0
Industry_NonPriority,1.96,9.27,670,120,0
Services_NonPriority,1.43,7.8,655,120,0
Agriculture,1.87,13.28,762,12,0
Agriculture,2.44,8.2,701,24,0
Industry_Priority,1.94,11.1,700,240,0
Industry_NonPriority,1.1,10.36,664,120,0
Industry_Priority,1.12,4.12,696,36,0
Services_Priority,0.69,7.49,661,36,0
Industry_NonPriority,0.98,14.37,781,60,0
Personal_NonPriority,5.28,6.49,743,60,0
Agriculture,1.01,5.98,689,36,0
Services_NonPriority,0.8,8.51,688,36,0
Services_NonPriority,1.97,6.59,705,60,0
Services_NonPriority,1.52,5.62,699,24,0
Personal_NonPriority,1.45,6.55,642,240,0
Agriculture,3.79,12.3,585,36,0
Industry_Priority,2.26,7.59,652,60,0
Personal_NonPriority,1.18,4.02,692,60,0
Industry_NonPriority,1.26,3.46,655,36,1
Industry_NonPriority,1.2,14.62,749,24,0
Services_NonPriority,2.75,7.33,686,60,0
Services_NonPriority,1.35,9.3,812,12,0
Personal_NonPriority,0.55,5.69,666,36,0
Personal_NonPriority,1.58,8.96,708,24,0
Services_NonPriority,0.65,12.38,682,24,0
Services_Priority,6.04,6.04,726,240,0
Personal_NonPriority,0.91,9.38,763,60,0
Agriculture,1.48,3.78,736,24,0
Services_Priority,1.9,14.07,578,240,0
Personal_NonPriority,1.37,8.81,729,24,0
Services_Priority,1.37,6.76,639,24,0
Services_Priority,2.1,7.11,681,24,0
Agriculture,4.07,6.47,741,60,0
Personal_NonPriority,2.58,6.62,632,60,0
Industry_NonPriority,3.95,0.66,769,12,0
Services_NonPriority,0.87,7.71,678,12,0
Services_Priority,1.97,7.58,830,60,0
Services_NonPriority,1.79,9.47,704,60,0
Services_NonPriority,2.01,6.43,802,120,0
Services_Priority,3.72,5.69,771,36,0
Industry_NonPriority,1.43,7.98,663,60,0
Industry_Priority,1.28,3.16,621,60,0
Personal_NonPriority,2.24,8.43,706,60,0
Services_NonPriority,0.56,2.41,665,36,0
Personal_NonPriority,1.41,11.36,794,24,0
Services_Priority,1.5,10.05,685,60,0
Services_NonPriority,0.94,5.22,681,120,0
Services_NonPriority,3.07,9.98,616,24,0
Services_NonPriority,0.86,8.33,725,36,0
Personal_NonPriority,1.5,4.97,629,36,0
Personal_Priority,1.94,1.93,726,24,0
Agriculture,3.67,8.95,734,24,0
Services_NonPriority,1.62,5.62,655,24,0
Services_NonPriority,2.85,11.28,757,36,0
Industry_NonPriority,2.48,8.04,683,36,0
Industry_Priority,1.75,5.9,611,60,0
Industry_NonPriority,0.85,13.39,792,12,0
Services_Priority,0.69,9.73,644,60,0
Industry_NonPriority,1.73,-2.97,730,12,0
Services_NonPriority,1.18,6.54,725,36,0
Services_NonPriority,2.83,3.85,723,60,0
Services_Priority,2.55,5.6,722,60,0
Industry_NonPriority,1.46,7.57,641,120,0
Services_Priority,0.81,9.06,801,12,0
Industry_Priority,2.21,8.78,757,60,0
Services_NonPriority,0.88,11.23,728,36,0
Personal_NonPriority,1.03,9.91,620,60,0
Personal_Priority,0.9,9.72,641,36,0
Services_NonPriority,1.5,8.6,739,60,0
Personal_NonPriority,3.28,11.86,579,60,0
Personal_NonPriority,1.62,7.05,720,120,0
Industry_Priority,1.25,7.13,620,240,0
Personal_NonPriority,0.65,2.28,647,240,0
Personal_Priority,2.27,11.17,615,60,0
Personal_Priority,1.02,7.77,714,120,0
Agriculture,1.75,16.8,766,24,0
Industry_NonPriority,1.32,6.78,720,12,0
Agriculture,2.69,8.27,727,60,0
Services_Priority,1.48,9.64,710,240,0
Services_Priority,1.57,4.69,740,60,0
Personal_NonPriority,2.18,9.08,728,36,0
Personal_NonPriority,5.76,8.1,537,60,1
Services_Priority,2.77,7.09,754,12,0
Personal_NonPriority,1.54,11.52,748,36,0
Personal_NonPriority,1.63,5.29,678,24,0
Services_NonPriority,1.19,8.82,581,12,0
Agriculture,0.92,12.36,714,24,0
Services_NonPriority,1.17,5.88,719,60,0
Personal_NonPriority,1.02,7.11,673,60,0
Services_NonPriority,2.41,15.04,711,12,0
Personal_Priority,0.86,9.42,764,36,0
Industry_NonPriority,3.62,6.48,843,120,0
Services_NonPriority,2.56,10.41,708,240,0
Industry_NonPriority,1.65,6.3,720,120,0
Agriculture,1.63,3.31,650,12,0
Services_Priority,1.16,12.12,669,24,0
Personal_NonPriority,1.91,4.69,691,24,0
Personal_NonPriority,3.13,15.36,770,36,0
Agriculture,1.07,6.53,749,60,0
Personal_NonPriority,0.65,14.4,815,24,0
Personal_Priority,2.48,3.89,610,240,0
Services_NonPriority,1.98,11.08,620,120,0
Services_NonPriority,0.83,9.5,766,36,0
Personal_NonPriority,1.05,10.51,786,60,0
Personal_NonPriority,0.97,10.9,701,60,0
Services_Priority,1.05,6.51,432,60,0
Personal_NonPriority,1.34,4.07,655,120,0
Agriculture,1.39,7.85,720,24,0
Services_NonPriority,1.1,8.67,646,60,0
Services_NonPriority,1.03,6.58,711,24,0
Services_NonPriority,1.42,8.83,813,36,0
Services_Priority,1.8,8.99,785,60,0
Personal_NonPriority,1.35,5.27,748,12,0
Industry_Priority,3.26,9.18,696,24,0
Agriculture,2.21,7.2,670,12,0
Services_NonPriority,0.63,5.9,745,36,0
Industry_NonPriority,2.23,10.36,701,60,1
Personal_NonPriority,2.34,5.67,703,240,0
Personal_Priority,1.25,6.63,606,36,0
Industry_Priority,0.66,8.22,657,24,0
Personal_NonPriority,1.64,12.12,745,36,0
Industry_NonPriority,1.62,8.58,633,24,0
Industry_Priority,0.83,9.58,715,12,0
Services_NonPriority,0.68,7.11,724,60,0
Industry_NonPriority,1.54,7.76,728,120,0
Services_NonPriority,1.42,7.85,733,120,0
Industry_NonPriority,1.27,8.88,737,24,0
Personal_NonPriority,1.55,7.11,662,24,0
Personal_NonPriority,0.84,12.02,611,36,0
Services_NonPriority,1.25,6.88,647,36,0
Agriculture,2.24,2.88,743,60,0
Personal_NonPriority,1.32,16.23,627,36,0
Services_NonPriority,0.6,7.02,637,12,0
Services_NonPriority,1.23,11.94,637,36,0
Personal_Priority,0.86,12.21,589,240,0
Personal_NonPriority,1.91,10.84,631,60,0
Services_NonPriority,1.97,7.41,760,120,0
Agriculture,0.6,8.86,656,36,0
Industry_NonPriority,2.57,4.18,595,60,0
Personal_NonPriority,0.84,13.97,669,24,0
Agriculture,4.15,5.44,730,60,1
Personal_NonPriority,1.58,7.24,590,120,0
Services_NonPriority,0.77,8.3,757,12,0
Services_NonPriority,0.82,7.68,613,24,0
Services_Priority,2.01,6.03,676,36,0
Services_Priority,1.29,12.18,675,60,0
Personal_NonPriority,1.54,10.85,666,60,0
Services_Priority,4.28,8.97,696,60,0
Services_NonPriority,1.07,6.8,746,60,0
Personal_Priority,1.69,11.19,697,60,0
Agriculture,3.82,6.61,663,60,0
Agriculture,1.91,12.71,727,12,0
Industry_NonPriority,0.62,8.33,712,24,0
Personal_NonPriority,2.2,11.69,659,36,0
Personal_Priority,0.81,7.66,702,60,0
Personal_Priority,3.79,8.21,654,120,0
Personal_Priority,0.99,11.68,648,60,0
Industry_NonPriority,9.67,14.58,748,36,0
Industry_NonPriority,3.93,12.68,726,36,0
Personal_NonPriority,1.01,10.63,746,36,0
Industry_NonPriority,1.65,9.77,738,12,0
Industry_NonPriority,2.56,6.48,646,60,0
Agriculture,2.6,8.89,760,12,1
Personal_NonPriority,2.12,5.26,682,24,0
Services_Priority,3.45,9.13,755,60,0
Agriculture,1.51,9.32,692,12,0
Services_NonPriority,1.31,2.12,718,60,0
Industry_NonPriority,1.32,8.12,720,60,0
Industry_NonPriority,2.72,9.24,748,120,0
Industry_NonPriority,2.03,7.75,601,12,0
Services_NonPriority,1.94,9.07,605,12,0
Industry_Priority,2.62,3.97,740,120,0
Personal_NonPriority,0.48,5.67,721,36,0
Services_NonPriority,1.96,11.1,653,120,0
Industry_NonPriority,1.86,8.0,721,24,0
Industry_NonPriority,4.43,9.02,615,60,0
Services_Priority,0.65,6.36,850,24,0
Services_NonPriority,4.14,8.06,778,36,0
Industry_NonPriority,1.7,1.09,737,120,0
Personal_Priority,2.18,10.54,704,60,0
Industry_NonPriority,4.45,13.42,662,60,0
Personal_NonPriority,2.28,4.8,621,24,0
Industry_NonPriority,2.07,5.18,693,240,0
Personal_NonPriority,1.88,9.32,648,60,0
Personal_Priority,1.22,12.42,651,24,0
Agriculture,1.6,7.99,614,12,1
Industry_Priority,1.06,4.31,714,12,0
Industry_NonPriority,1.58,7.37,677,12,0
Industry_Priority,0.4,4.91,732,240,0
Agriculture,2.11,5.99,727,36,0
Personal_NonPriority,1.51,7.09,713,36,0
Personal_NonPriority,1.33,5.21,850,36,0
Services_NonPriority,1.86,5.67,749,36,0
Industry_Priority,0.69,8.22,624,24,0
Agriculture,5.18,8.65,727,12,0
Agriculture,1.53,3.73,696,24,0
Services_NonPriority,1.49,9.19,619,60,0
Personal_NonPriority,0.91,6.85,614,36,0
Industry_NonPriority,1.65,10.16,727,240,0
Agriculture,3.74,10.34,741,36,0
Industry_NonPriority,3.03,6.37,637,60,0
Personal_Priority,2.72,9.84,758,240,0
Personal_Priority,2.26,5.49,717,60,0
